"Driver","Year","GP","Pitlane"
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"VER",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"GAS",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"SAI",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"RIC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
"LEC",2020,"Sakhir",0
